id_jugador;nombre;orden;equipo;pais_iso_3
1369;Federico Krumnack;0;Anguiano;ESP
1370;Manuel Bordagaray;0;Excursionistas;ARG
1370;Manuel Bordagaray;1;Defensores de Salto;ARG
1370;Manuel Bordagaray;2;San Luca;ITA
1370;Manuel Bordagaray;3;Alfaro;ESP
1371;Hernan Federico Zazas;0;Excursionistas;ARG
1371;Hernan Federico Zazas;1;Trocha de Mercedes;ARG
1371;Hernan Federico Zazas;2;Ormidia;CYP
1371;Hernan Federico Zazas;3;Vaslui;ROU
1371;Hernan Federico Zazas;4;Banfield;ARG
1371;Hernan Federico Zazas;5;Independiente Rivadavia;ARG
1371;Hernan Federico Zazas;6;Aspis Pyla;CYP
1371;Hernan Federico Zazas;7;Macon Sporting;FRA
1371;Hernan Federico Zazas;8;ASD Soverato;ITA
1371;Hernan Federico Zazas;9;Madridejos;ESP
1371;Hernan Federico Zazas;10;Zamora;ESP
1371;Hernan Federico Zazas;11;Alfaro;ESP
1372;Facundo Daniel Ballardo;0;San Fernando;ESP
1372;Facundo Daniel Ballardo;1;Alaves B;ESP
1372;Facundo Daniel Ballardo;2;Ciudad de Lucena;ESP
1372;Facundo Daniel Ballardo;3;Haro;ESP
1373;Alvaro Holzheier;0;Union de Crespo;ARG
1373;Alvaro Holzheier;1;Rapid Murillo;ESP
1374;Marcos Voltarel;0;Colon de Santa Fe;ARG
1374;Marcos Voltarel;1;Union de Crespo;ARG
1374;Marcos Voltarel;2;Varea;ESP
1375;Matias Nicolas Sempe;0;Boca;ARG
1375;Matias Nicolas Sempe;1;Malvinas de Escobar;ARG
1375;Matias Nicolas Sempe;2;Segorbe;ESP
1375;Matias Nicolas Sempe;3;Tamarite;ESP
1375;Matias Nicolas Sempe;4;Borja;ESP
1376;Juan Cruz Alvarez;0;ADIUR;ARG
1376;Juan Cruz Alvarez;1;Rosario Central;ARG
1376;Juan Cruz Alvarez;2;Aldosivi;ARG
1376;Juan Cruz Alvarez;3;Tiro Federal de Rosario;ARG
1376;Juan Cruz Alvarez;4;Tarazona;ESP
1377;Franco Ezequiel Gazzoni;0;Talleres de Cordoba;ARG
1377;Franco Ezequiel Gazzoni;1;Racing de Cordoba;ARG
1377;Franco Ezequiel Gazzoni;2;Sportivo Tirolesa;ARG
1377;Franco Ezequiel Gazzoni;3;Madridejos;ESP
1377;Franco Ezequiel Gazzoni;4;Villanueva Gallegos;ESP
1378;Juan Manuel Mazzocchi;0;Villa Dalmine;ARG
1378;Juan Manuel Mazzocchi;1;Albacete B;ESP
1379;Dario Ismael Roch Bustos;0;San Marcos de Mercedes;ARG
1379;Dario Ismael Roch Bustos;1;Montehermoso;ESP
1379;Dario Ismael Roch Bustos;2;Toledo B;ESP
1379;Dario Ismael Roch Bustos;3;Torpedo 66;ESP
1379;Dario Ismael Roch Bustos;4;Fortuna;ESP
1379;Dario Ismael Roch Bustos;5;Yuncos;ESP
1379;Dario Ismael Roch Bustos;6;Madridejos;ESP
1379;Dario Ismael Roch Bustos;7;Almagro;ESP
1380;Jonás Basso Garcia;0;River;ARG
1380;Jonás Basso Garcia;1;Samiento de Junin;ARG
1380;Jonás Basso Garcia;2;Puertollano;ESP
1380;Jonás Basso Garcia;3;Ciudad Real;ESP
1380;Jonás Basso Garcia;4;Guadalajara;ESP
1380;Jonás Basso Garcia;5;UP Plasencia;ESP
1380;Jonás Basso Garcia;6;Azuqueca;ESP
1381;Ramiro David De Lillo;0;Racing;ARG
1381;Ramiro David De Lillo;1;Estudiantes LP;ARG
1381;Ramiro David De Lillo;2;Arsenal;ARG
1381;Ramiro David De Lillo;3;Deportivo Madryn;ARG
1381;Ramiro David De Lillo;4;Palencia;ESP
1381;Ramiro David De Lillo;5;Arandina;ESP
1381;Ramiro David De Lillo;6;Azuqueca;ESP
1382;Marco Di Menno Stravon;0;Rivadavia de Lincoln;ARG
1382;Marco Di Menno Stravon;1;Cañuelas;ARG
1382;Marco Di Menno Stravon;2;Calvo Sotelo Puertollano;ESP
1383;Lautaro Ezequiel Ruiz;0;Chacarita;ARG
1383;Lautaro Ezequiel Ruiz;1;Leganes C;ESP
1383;Lautaro Ezequiel Ruiz;2;Deportivo Guadalajara;ESP
1384;Mauro Leonardo Alcaraz;0;Renato Cesarini;ARG
1384;Mauro Leonardo Alcaraz;1;Jorge Griffa;ARG
1384;Mauro Leonardo Alcaraz;2;Olimpo de Bahia Blanca;ARG
1384;Mauro Leonardo Alcaraz;3;Trinidad de San Juan;ARG
1384;Mauro Leonardo Alcaraz;4;Liniers de Bahia Blanca;ARG
1384;Mauro Leonardo Alcaraz;5;Sansinena;ARG
1384;Mauro Leonardo Alcaraz;6;Torrevieja;ESP
1384;Mauro Leonardo Alcaraz;7;Deportivo Guadalajara;ESP
1385;Franco Iñaki Constantino;0;Villa Dalmine;ARG
1385;Franco Iñaki Constantino;1;Deportivo Guadalajara;ESP
1386;Diego Gabriel Giachero;0;Huracan de Tres Arroyos;ARG
1386;Diego Gabriel Giachero;1;Ballenas de Galeana;MEX
1386;Diego Gabriel Giachero;2;Real Garcilaso;PER
1386;Diego Gabriel Giachero;3;Deportivo Lara;VEN
1386;Diego Gabriel Giachero;4;Defensores de Valeria del Mar;ARG
1386;Diego Gabriel Giachero;5;Sol de America de Formosa;ARG
1386;Diego Gabriel Giachero;6;Vis Artena;ITA
1386;Diego Gabriel Giachero;7;Deportivo Guadalajara;ESP
1387;Joaquin Latorre Zanichelli;0;Colon de Chivilcoy;ARG
1387;Joaquin Latorre Zanichelli;1;Villaverde San Andres;ESP
1387;Joaquin Latorre Zanichelli;2;Parla Escuela;ESP
1387;Joaquin Latorre Zanichelli;3;Madridejos;ESP
1388;Juan Cruz Jorrin;0;Ferro;ARG
1388;Juan Cruz Jorrin;1;Deportes Valdivia;CHL
1388;Juan Cruz Jorrin;2;Argentino de Merlo;ARG
1388;Juan Cruz Jorrin;3;Eldense;ESP
1388;Juan Cruz Jorrin;4;Almansa;ESP
1388;Juan Cruz Jorrin;5;Madridejos;ESP
1389;Kevin Caminero Cuis;0;Flandria;ARG
1389;Kevin Caminero Cuis;1;Sportivo Baradero;ARG
1389;Kevin Caminero Cuis;2;Puerto Nuevo;ARG
1389;Kevin Caminero Cuis;3;Sportivo Baradero;ARG
1389;Kevin Caminero Cuis;4;Inter Ibiza;ESP
1389;Kevin Caminero Cuis;5;Madridejos;ESP
1390;Lucas Manuel Destefano;0;Boca;ARG
1390;Lucas Manuel Destefano;1;Chacarita;ARG
1390;Lucas Manuel Destefano;2;Manchego Ciudad Real;ESP
1391;Lucas Ezequiel Nitz Mayo;0;Alcala;ESP
1391;Lucas Ezequiel Nitz Mayo;1;Consalda;ESP
1391;Lucas Ezequiel Nitz Mayo;2;Rayo Vallecano B;ESP
1391;Lucas Ezequiel Nitz Mayo;3;Union Adrave;ESP
1391;Lucas Ezequiel Nitz Mayo;4;Recambios Colon;ESP
1391;Lucas Ezequiel Nitz Mayo;5;Azuqueca;ESP
1391;Lucas Ezequiel Nitz Mayo;6;Alcala;ESP
1391;Lucas Ezequiel Nitz Mayo;7;San Sebastian de los Reyes B;ESP
1391;Lucas Ezequiel Nitz Mayo;8;Marchamalo;ESP
1392;Alan Ezequiel Martinez;0;Banfield;ARG
1392;Alan Ezequiel Martinez;1;Novara;ITA
1392;Alan Ezequiel Martinez;2;Folgore Caratese;ITA
1392;Alan Ezequiel Martinez;3;Lecco;ITA
1392;Alan Ezequiel Martinez;4;Ascoli;ITA
1392;Alan Ezequiel Martinez;5;Rapido de Bouzas;ESP
1392;Alan Ezequiel Martinez;6;Quintanar del Rey;ESP
1393;Christian Andrés Beltrán;0;Gimnasia LP;ARG
1393;Christian Andrés Beltrán;1;Estudiantes LP;ARG
1393;Christian Andrés Beltrán;2;Defensores de Cambaceres;ARG
1393;Christian Andrés Beltrán;3;Puetollano;ESP
1393;Christian Andrés Beltrán;4;Tarancon;ESP
1393;Christian Andrés Beltrán;5;Don Benito;ESP
1393;Christian Andrés Beltrán;6;Mora;ESP
1393;Christian Andrés Beltrán;7;Tarancon;ESP
1394;Juan Antonio Di Lorenzo;0;Independiente;ARG
1394;Juan Antonio Di Lorenzo;1;Yugo Socuellamos;ESP
1395;Mauro Sergio Diaz Romero;0;Ejido;ESP
1395;Mauro Sergio Diaz Romero;1;La Cañada;ESP
1395;Mauro Sergio Diaz Romero;2;Adra;ESP
1395;Mauro Sergio Diaz Romero;3;Poli Ejido;ESP
1395;Mauro Sergio Diaz Romero;4;El Ejido;ESP
1395;Mauro Sergio Diaz Romero;5;Berja;ESP
1395;Mauro Sergio Diaz Romero;6;Parador;ESP
1395;Mauro Sergio Diaz Romero;7;Berja;ESP
1395;Mauro Sergio Diaz Romero;8;Adra Milenaria;ESP
1396;Carlos Roman Diaz Martinez;0;Loma de Acosta;ESP
1396;Carlos Roman Diaz Martinez;1;Pavia;ESP
1396;Carlos Roman Diaz Martinez;2;Almeria;ESP
1396;Carlos Roman Diaz Martinez;3;Natacion Almeria;ESP
1396;Carlos Roman Diaz Martinez;4;El Ejido 2012;ESP
1396;Carlos Roman Diaz Martinez;5;Berja;ESP
1396;Carlos Roman Diaz Martinez;6;Adra Milenaria;ESP
1397;Mauro Daniel Leiva;0;Racing;ARG
1397;Mauro Daniel Leiva;1;Arsenal;ARG
1397;Mauro Daniel Leiva;2;Arenas de Armilla;ESP
1398;Federico Eric Osterwalder;0;Tiro Federal de Rosario;ARG
1398;Federico Eric Osterwalder;1;Colon de Santa Fe;ARG
1398;Federico Eric Osterwalder;2;ADIUR;ARG
1398;Federico Eric Osterwalder;3;Berja;ESP
1399;Enzo Sistero;0;Independiente de Balnearia;ARG
1399;Enzo Sistero;1;Cubillas;ESP
1399;Enzo Sistero;2;Berja;ESP
1399;Enzo Sistero;3;Cullar Vega;ESP
1400;Agustin Pucciarelli Merello;0;Motril;ESP
1400;Agustin Pucciarelli Merello;1;Monachil;ESP
1401;Matias Federico Saad;0;Unión de Santa Fe;ARG
1401;Matias Federico Saad;1;Juvenud Antoniana;ARG
1401;Matias Federico Saad;2;Lugano;CHE
1401;Matias Federico Saad;3;Nueva Chicago;ARG
1401;Matias Federico Saad;4;Tiro Federal de Rosario;ARG
1401;Matias Federico Saad;5;Comision Actividades Infantiles;ARG
1401;Matias Federico Saad;6;San Martin de Tucumán;ARG
1401;Matias Federico Saad;7;Instituto;ARG
1401;Matias Federico Saad;8;Almagro;ARG
1401;Matias Federico Saad;9;Pontevedra;ESP
1401;Matias Federico Saad;10;Lucena;ESP
1401;Matias Federico Saad;11;All Boys;ARG
1401;Matias Federico Saad;12;Lucena;ESP
1401;Matias Federico Saad;13;Cacereño;ESP
1401;Matias Federico Saad;14;La Roda;ESP
1401;Matias Federico Saad;15;Quintanar del Rey;ESP
1401;Matias Federico Saad;16;Peñarroya Pueblonuevo;ESP
1402;Agustin Tomas Conrero;0;Silvio Pellico de Villa Maria;ARG
1402;Agustin Tomas Conrero;1;Pinzon;ESP
1403;Julian Rocchi;0;Newell`s;ARG
1403;Julian Rocchi;1;Leones de Rosario;ARG
1403;Julian Rocchi;2;Pinzon;ESP
1404;Juan Ignacio Paschetta;0;Sportivo Corralense;ARG
1404;Juan Ignacio Paschetta;1;Pinzon;ESP
1405;Dylan Taiel Rodriguez Álvarez;0;Peña Edelweiss Sabiñanigo;ESP
1405;Dylan Taiel Rodriguez Álvarez;1;Sabi;ESP
1405;Dylan Taiel Rodriguez Álvarez;2;Jacetano;ESP
1405;Dylan Taiel Rodriguez Álvarez;3;Briescas;ESP
1405;Dylan Taiel Rodriguez Álvarez;4;Jacetano;ESP
1405;Dylan Taiel Rodriguez Álvarez;5;Biescas;ESP
1406;Lautaro Pandiella Facchina;0;Fuensport;ESP
1406;Lautaro Pandiella Facchina;1;Utrillas;ESP
1407;Juan Orselli Swinnen;0;Marino de Luanco;ESP
1407;Juan Orselli Swinnen;1;Gozon;ESP
1407;Juan Orselli Swinnen;2;Aviles Stadium;ESP
1408;Juan Ignacio Giancarli;0;Quilmes;ARG
1408;Juan Ignacio Giancarli;1;Defensa y Justicia;ARG
1408;Juan Ignacio Giancarli;2;Argentino de Quilmes;ARG
1408;Juan Ignacio Giancarli;3;EDM Santillana;ESP
1408;Juan Ignacio Giancarli;4;EDM Meruelo;ESP
1409;Carlos Esteban Emanuel Pereyra;0;Inter Semper Fidelis;ESP
1409;Carlos Esteban Emanuel Pereyra;1;Los Rios;ESP
1410;Juan Manuel Gancedo;0;Boca;ARG
1410;Juan Manuel Gancedo;1;Sarmiento de Junin;ARG
1410;Juan Manuel Gancedo;2;Almansa;ESP
1411;Victor Ezequiel Gorrasi;0;Aldosivi;ARG
1411;Victor Ezequiel Gorrasi;1;Puertollano;ESP
1411;Victor Ezequiel Gorrasi;2;Conquense;ESP
1411;Victor Ezequiel Gorrasi;3;Kimberley;ARG
1411;Victor Ezequiel Gorrasi;4;Torrijos;ESP
1412;Federico Ezequiel Inestal;0;Guaymallen;ARG
1412;Federico Ezequiel Inestal;1;Central Norte;ARG
1412;Federico Ezequiel Inestal;2;Racing de Cordoba;ARG
1412;Federico Ezequiel Inestal;3;Estudiantes Tecos;MEX
1412;Federico Ezequiel Inestal;4;Jumilla;ESP
1412;Federico Ezequiel Inestal;5;Palencia;ESP
1412;Federico Ezequiel Inestal;6;Castilla Palencia;ESP
1413;Facundo Garcia Michero;0;Palencia;ESP
1413;Facundo Garcia Michero;1;Castilla Palencia;ESP
1414;Angelo Macaroni;0;Atletico Quiroga;ARG
1414;Angelo Macaroni;1;Quilmes;ARG
1414;Angelo Macaroni;2;Premia del Mar;ESP
1414;Angelo Macaroni;3;Palencia;ESP
1414;Angelo Macaroni;4;Castilla Palencia;ESP
1415;Manuel Torrecilla Carande;0;Velez;ARG
1415;Manuel Torrecilla Carande;1;Deportivo Merlo;ARG
1415;Manuel Torrecilla Carande;2;Sacachispas;ARG
1415;Manuel Torrecilla Carande;3;Soccer Ponferrandina;ESP
1415;Manuel Torrecilla Carande;4;;ARG
1415;Manuel Torrecilla Carande;5;Ponferradina B;ESP
1416;Fernando Ivan Mariani;0;Burgos Promesas 2000 B;ESP
1416;Fernando Ivan Mariani;1;Racing Lermeño;ESP
1417;Sasha Uriel Litwin;0;Lleida;ESP
1417;Sasha Uriel Litwin;1;Sanbenedetense;ITA
1417;Sasha Uriel Litwin;2;Tamarite;ESP
1417;Sasha Uriel Litwin;3;Tatabanya;HUN
1417;Sasha Uriel Litwin;4;Lleida B;ESP
1417;Sasha Uriel Litwin;5;Vikingur Olafsvik;BVT
1417;Sasha Uriel Litwin;6;EFAC Almacelles;ESP
1418;Matias Ruben Acevedo;0;Alvarado;ARG
1418;Matias Ruben Acevedo;1;Santa Clara de Mar Chiquita;ARG
1418;Matias Ruben Acevedo;2;Farners;ESP
1419;Damian Sergio Obispo;0;Vila Olimpica;ESP
1419;Damian Sergio Obispo;1;Barceloneta;ESP
1419;Damian Sergio Obispo;2;Dsitricte 030;ESP
1419;Damian Sergio Obispo;3;San Juan At Moncada;ESP
1419;Damian Sergio Obispo;4;Guineueta;ESP
1420;Leandro Damian Ramirez Rando;0;River;ARG
1420;Leandro Damian Ramirez Rando;1;Marbella;ESP
1420;Leandro Damian Ramirez Rando;2;Ciudad de Lucena;ESP
1420;Leandro Damian Ramirez Rando;3;Manresa;ESP
1421;Juan Manuel Viale Ochoa;0;Mallorca;ESP
1421;Juan Manuel Viale Ochoa;1;Ciudad de Murcia;ESP
1421;Juan Manuel Viale Ochoa;2;Sabadell;ESP
1421;Juan Manuel Viale Ochoa;3;Zamora;ESP
1421;Juan Manuel Viale Ochoa;4;Gramanet;ESP
1421;Juan Manuel Viale Ochoa;5;Mallorca B;ESP
1421;Juan Manuel Viale Ochoa;6;Figueres;ESP
1421;Juan Manuel Viale Ochoa;7;Logroñes;ESP
1421;Juan Manuel Viale Ochoa;8;Denia;ESP
1421;Juan Manuel Viale Ochoa;9;Osasuna B;ESP
1421;Juan Manuel Viale Ochoa;10;Atlético Baleares;ESP
1421;Juan Manuel Viale Ochoa;11;L´Hospitalet;ESP
1421;Juan Manuel Viale Ochoa;12;Sant Andreu;ESP
1421;Juan Manuel Viale Ochoa;13;Villasar Mar;ESP
1421;Juan Manuel Viale Ochoa;14;Mollet;ESP
1422;Lucas Allende Ortiz;0;Llagostera B;ESP
1422;Lucas Allende Ortiz;1;Palamos;ESP
1423;Fernando Damian Martinez;0;Rapitenca;ESP
1424;Andres Varese Nafa;0;Damn;ESP
1424;Andres Varese Nafa;1;Badalona;ESP
1424;Andres Varese Nafa;2;Casteldefells;ESP
1424;Andres Varese Nafa;3;Martinec;ESP
1424;Andres Varese Nafa;4;Sant Ildefons;ESP
1425;Leonel Hernan Marquez;0;Boca;ARG
1425;Leonel Hernan Marquez;1;Independiente;ARG
1425;Leonel Hernan Marquez;2;Balaguer;ESP
1425;Leonel Hernan Marquez;3;Menquinenza;ESP
1425;Leonel Hernan Marquez;4;Tarrega;ESP
1426;Santiago Varese Nafa;0;Gramanet;ESP
1426;Santiago Varese Nafa;1;Fundacion Sanchez Llibre;ESP
1426;Santiago Varese Nafa;2;Fundacion Calella;ESP
1426;Santiago Varese Nafa;3;Girona;ESP
1426;Santiago Varese Nafa;4;La Jonquera;ESP
1426;Santiago Varese Nafa;5;Llagostera B;ESP
1426;Santiago Varese Nafa;6;Farners;ESP
1426;Santiago Varese Nafa;7;Figueres;ESP
1426;Santiago Varese Nafa;8;Urbino Taccola;ITA
1426;Santiago Varese Nafa;9;Martinenc;ESP
1426;Santiago Varese Nafa;10;Vilassar Mar;ESP
1427;Sergio Jose Lopez Benitez;0;Leioa;ESP
1427;Sergio Jose Lopez Benitez;1;Erandio;ESP
1428;Alexis Schunk;0;Aldosivi;ARG
1428;Alexis Schunk;1;Real Union B;ESP
1429;Lucas Ramon Gomez;0;Barracas Central;ARG
1429;Lucas Ramon Gomez;1;Flandria;ARG
1429;Lucas Ramon Gomez;2;Liniers;ARG
1429;Lucas Ramon Gomez;3;Vasconia;ESP
1430;Federico Nicolas Ridolfi;0;Central Argentino de La Carlota;ARG
1430;Federico Nicolas Ridolfi;1;Belgrano de Cordoba;ARG
1430;Federico Nicolas Ridolfi;2;Instituto;ARG
1430;Federico Nicolas Ridolfi;3;Flandria;ARG
1430;Federico Nicolas Ridolfi;4;Don Alvaro;ESP
1431;Emiliano Hugo González;0;Defensores de la Ribera;ARG
1431;Emiliano Hugo González;1;Castilleja;ESP
1431;Emiliano Hugo González;2;Puebla Cazalla;ESP
1431;Emiliano Hugo González;3;Olimpica Valverdeña;ESP
1431;Emiliano Hugo González;4;Arroyo;ESP
1431;Emiliano Hugo González;5;Fuente de Cantos;ESP
1432;Juan Andres Imola;0;Gimnasia LP;ARG
1432;Juan Andres Imola;1;Cacereño;ESP
1432;Juan Andres Imola;2;Diter Zafra;ESP
1432;Juan Andres Imola;3;Andorra;ESP
1432;Juan Andres Imola;4;Badajoz;ESP
1432;Juan Andres Imola;5;Guijuelo;ESP
1432;Juan Andres Imola;6;Don Benito;ESP
1432;Juan Andres Imola;7;Achirense;ARG
1432;Juan Andres Imola;8;Badajoz;ESP
1432;Juan Andres Imola;9;Diter Zafra;ESP
1432;Juan Andres Imola;10;Montijo;ESP
1432;Juan Andres Imola;11;Zafra Atletico;ESP
1433;Lucas Daniel Carminati Portillo;0;Celta;ESP
1433;Lucas Daniel Carminati Portillo;1;Pontella;ESP
1433;Lucas Daniel Carminati Portillo;2;Marín;ESP
1433;Lucas Daniel Carminati Portillo;3;Rapido Bouzas;ESP
1433;Lucas Daniel Carminati Portillo;4;Cruceiro de Hio;ESP
1433;Lucas Daniel Carminati Portillo;5;Portellas;ESP
1433;Lucas Daniel Carminati Portillo;6;Choco;ESP
1433;Lucas Daniel Carminati Portillo;7;Union Adarve;ESP
1433;Lucas Daniel Carminati Portillo;8;Alondras;ESP
1433;Lucas Daniel Carminati Portillo;9;Atios;ESP
1433;Lucas Daniel Carminati Portillo;10;Cultural Areas;ESP
1434;Elias Ezequiel Reyes Cristoff;0;Santa Mariña;ESP
1434;Elias Ezequiel Reyes Cristoff;1;Celta de Vigo;ESP
1434;Elias Ezequiel Reyes Cristoff;2;Erizana;ESP
1434;Elias Ezequiel Reyes Cristoff;3;Pontellas;ESP
1435;Mauro Jose Poratti;0;Campolongo;ITA
1435;Mauro Jose Poratti;1;Celtiga;ESP
1435;Mauro Jose Poratti;2;Lugo;ESP
1435;Mauro Jose Poratti;3;Racing de Ferrol;ESP
1435;Mauro Jose Poratti;4;Racing Villalbes;ESP
1435;Mauro Jose Poratti;5;Ribadeo;ESP
1436;Matias Navarrete Gurgone;0;Boca;ARG
1436;Matias Navarrete Gurgone;1;Diosgyor;HUN
1436;Matias Navarrete Gurgone;2;Azuqueca;ESP
1436;Matias Navarrete Gurgone;3;Central Cordoba de Rosario;ARG
1436;Matias Navarrete Gurgone;4;All Boys;ARG
1436;Matias Navarrete Gurgone;5;Sacachispas;ARG
1436;Matias Navarrete Gurgone;6;Wiltz 71;LUX
1436;Matias Navarrete Gurgone;7;Bergantiños;ESP
1436;Matias Navarrete Gurgone;8;Ordenes;ESP
1436;Matias Navarrete Gurgone;9;Marsala 1912;ITA
1436;Matias Navarrete Gurgone;10;Sofan;ESP
1437;Walter A. Passero;0;Atletico Jesus;ESP
1437;Walter A. Passero;1;Santa Gertudris;ESP
1437;Walter A. Passero;2;Atletico Jesus;ESP
1438;Francisco M. Villarino;0;Rapid;ESP
1438;Francisco M. Villarino;1;Sant Jordi;ESP
1438;Francisco M. Villarino;2;Atletico Isleño;ESP
1438;Francisco M. Villarino;3;Portmany;ESP
1438;Francisco M. Villarino;4;Ciudad de Ibiza;ESP
1438;Francisco M. Villarino;5;Sant Jordi;ESP
1438;Francisco M. Villarino;6;Ciudad de Ibiza;ESP
1439;Facundo M. Samudio;0;Div. Inf.;ARG
1439;Facundo M. Samudio;1;Formentera B;ESP
1440;Eros Nicolas Dellamea;0;Div. Inf.;ARG
1440;Eros Nicolas Dellamea;1;Formentera B;ESP
1441;Mariano Dellamea;0;Div. Inf.;ARG
1441;Mariano Dellamea;1;Formentera B;ESP
1442;Ramiro Uriel Kaiser;0;Formentera B;ESP
1442;Ramiro Uriel Kaiser;1;Ciudad de Ibiza;ESP
1442;Ramiro Uriel Kaiser;2;Formentera B;ESP
1443;Lucas Maximiliano Quevedo;0;Div. Inf.;ARG
1443;Lucas Maximiliano Quevedo;1;Formentera B;ESP
1444;Alexis Ivan Lopez;0;Div. Inf.;ARG
1444;Alexis Ivan Lopez;1;Formentera B;ESP
1445;Martin Alejandro Ponce;0;Boca Unidos;ARG
1445;Martin Alejandro Ponce;1;Inter Ibiza;ESP
1446;Matias Joel Vivaldo;0;Lugano;ARG
1446;Matias Joel Vivaldo;1;Inter Ibiza;ESP
1446;Matias Joel Vivaldo;2;Verin;ESP
1446;Matias Joel Vivaldo;3;Inter Ibiza;ESP
1446;Matias Joel Vivaldo;4;Ibiza Sant Rafel;ESP
1446;Matias Joel Vivaldo;5;Inter Ibiza;ESP
1447;Fabricio Rozkiewicz;0;Boca Unidos;ARG
1447;Fabricio Rozkiewicz;1;Inter Ibiza;ESP
1448;Matias Osvaldo Reggiardo;0;Rosario Central;ARG
1448;Matias Osvaldo Reggiardo;1;Instituto;ARG
1448;Matias Osvaldo Reggiardo;2;Sprotivo Belgrano;ARG
1448;Matias Osvaldo Reggiardo;3;Racing de Colon;ARG
1448;Matias Osvaldo Reggiardo;4;Deprotivo Rincon;ARG
1448;Matias Osvaldo Reggiardo;5;Inter Ibiza;ESP
1449;Erick Sebastian Mateo;0;Racing;ARG
1449;Erick Sebastian Mateo;1;Sarmiento de Chaco;ARG
1449;Erick Sebastian Mateo;2;Inter Ibiza;ESP
1450;Lautaro Eduardo Giuvadant Brizuela;0;Boca Unidos;ARG
1450;Lautaro Eduardo Giuvadant Brizuela;1;Inter Ibiza;ESP
1451;Giovanni Alan Centurion;0;Banfield;ARG
1451;Giovanni Alan Centurion;1;Inter Ibiza;ESP
1452;Facundo Nahuel Algañaraz;0;Defensores Unidos de Zarate;ARG
1452;Facundo Nahuel Algañaraz;1;Inter Ibiza;ESP
1453;Emanuel Alexis Avalos;0;Inter Ibiza;ESP
1454;Ricardo Ivan Sendra;0;Alvarado;ARG
1454;Ricardo Ivan Sendra;1;Sarmiento de Ayacucho;ARG
1454;Ricardo Ivan Sendra;2;Kimberley;ARG
1454;Ricardo Ivan Sendra;3;Alvarado;ARG
1454;Ricardo Ivan Sendra;4;America de General Piran;ARG
1454;Ricardo Ivan Sendra;5;Geylang Eagles;SGP
1454;Ricardo Ivan Sendra;6;Perseru Serui;IND
1454;Ricardo Ivan Sendra;7;Inter Ibiza;ESP
1455;Juan Martin Casco;0;Boca Unidos;ARG
1455;Juan Martin Casco;1;PE Sant Jordi;ESP
1456;Conrado Francisco Corosso;0;Colon de Santa Fe;ARG
1456;Conrado Francisco Corosso;1;Patronato;ARG
1456;Conrado Francisco Corosso;2;El Quilla de Santa Fe;ARG
1456;Conrado Francisco Corosso;3;Inter Ibiza;ESP
1456;Conrado Francisco Corosso;4;PE Sant Jordi;ESP
1457;Tomas Carreño Gauto;0;Racing;ARG
1457;Tomas Carreño Gauto;1;Gimnasia LP;ARG
1457;Tomas Carreño Gauto;2;El Porvenir;ARG
1457;Tomas Carreño Gauto;3;Union de Santa Fe;ARG
1457;Tomas Carreño Gauto;4;Estudiantes de San Luis;ARG
1457;Tomas Carreño Gauto;5;Santa Maria de Oro de Concordia;ARG
1457;Tomas Carreño Gauto;6;Inter Ibiza;ESP
1457;Tomas Carreño Gauto;7;PE Sant Jordi;ESP
1458;Jonathan Nahuel Ramos;0;Portmany;ESP
1458;Jonathan Nahuel Ramos;1;PE Sant Jordi;ESP
1459;Tomas Sebastian Rojo;0;"""Liga Rosario""";ARG
1459;Tomas Sebastian Rojo;1;San Rafael;ESP
1459;Tomas Sebastian Rojo;2;Isleño;ESP
1459;Tomas Sebastian Rojo;3;Portmany;ESP
1459;Tomas Sebastian Rojo;4;Ciudad de Ibiza;ESP
1459;Tomas Sebastian Rojo;5;Inter Ibiza;ESP
1459;Tomas Sebastian Rojo;6;Portmany;ESP
1460;Lucas Javier Pochettino;0;Newell´s;ARG
1460;Lucas Javier Pochettino;1;Sarmiento de Resistencia;ARG
1460;Lucas Javier Pochettino;2;Sant Rafel;ESP
1460;Lucas Javier Pochettino;3;Estudiantes de Murcia;ESP
1460;Lucas Javier Pochettino;4;Portmany;ESP
1461;Alejandro R. Kramer;0;Peña Deportiva B;ESP
1461;Alejandro R. Kramer;1;Puig D´En Valls;ESP
1461;Alejandro R. Kramer;2;Sant Josep;ESP
1462;Cesar Gabriel Gomez;0;Argentino de Rosario;ARG
1462;Cesar Gabriel Gomez;1;Inter Ibiza;ESP
1462;Cesar Gabriel Gomez;2;Sant Josep;ESP
1463;Sebastian E. Vicente;0;Puig D´En Valls;ESP
1463;Sebastian E. Vicente;1;Sant Josep;ESP
1464;Valentino Terzzoli;0;Atletico Jesus;ESP
1464;Valentino Terzzoli;1;Santa Gertrudis;ESP
1464;Valentino Terzzoli;2;Penya Blanca i Blava;ESP
1464;Valentino Terzzoli;3;Santa Gertrudis;ESP
1465;Hector Rodrigo Carranza;0;Antonio Toro;ARG
1465;Hector Rodrigo Carranza;1;"""En Albania""";ARG
1465;Hector Rodrigo Carranza;2;Recrativo La Victoria;ESP
1465;Hector Rodrigo Carranza;3;Santa Catalina;ESP
1465;Hector Rodrigo Carranza;4;Valldemossa;ESP
1465;Hector Rodrigo Carranza;5;Alaro;ESP
1466;Gerónimo Del Olmo;0;Excursionistas;ARG
1466;Gerónimo Del Olmo;1;Belvedere Maritimo;ITA
