id_jugador;nombre;orden;equipo;pais_iso_3
436;Fabio Francisco Vazquez;2;Instituto;ARG
436;Fabio Francisco Vazquez;3;Brown de Adrogue;ARG
436;Fabio Francisco Vazquez;4;Cafetaleros Tapachula;MEX
437;Diego Gaspar Diellos;0;Quilmes;ARG
437;Diego Gaspar Diellos;1;Sarmiento de Junin;ARG
437;Diego Gaspar Diellos;2;Gimnasia de Jujuy;ARG
437;Diego Gaspar Diellos;3;Sportivo Belgrano;ARG
437;Diego Gaspar Diellos;4;Central Cordoba de Santiago del Estero;ARG
437;Diego Gaspar Diellos;5;Almagro;ARG
437;Diego Gaspar Diellos;6;Cafetaleros Tapachula;MEX
438;Sebastian Ariel Ibars;0;Almirante Brown;ARG
438;Sebastian Ariel Ibars;1;All Boys;ARG
438;Sebastian Ariel Ibars;2;Cafetaleros Tapachula;MEX
439;Alejandro Gabriel Quintana;0;Huracan;ARG
439;Alejandro Gabriel Quintana;1;Tristan Suarez;ARG
439;Alejandro Gabriel Quintana;2;Brown de Adrogue;ARG
439;Alejandro Gabriel Quintana;3;Platense;ARG
439;Alejandro Gabriel Quintana;4;Universitario de Sucre;BOL
439;Alejandro Gabriel Quintana;5;Blooming;BOL
439;Alejandro Gabriel Quintana;6;Wydad Casablanca;MTQ
439;Alejandro Gabriel Quintana;7;Cafetaleros Tapachula;MEX
440;Luis Alberto Ojeda;0;Union de Santa Fe;ARG
440;Luis Alberto Ojeda;1;Argentinos Jrs;ARG
440;Luis Alberto Ojeda;2;Venados de Merida;MEX
440;Luis Alberto Ojeda;3;Veracruz;MEX
440;Luis Alberto Ojeda;4;JEF United Chiba;JPN
440;Luis Alberto Ojeda;5;Atletico Bucaramanga;COL
440;Luis Alberto Ojeda;6;Cafetaleros Tapachula;MEX
441;Saul Adrian Toloza;0;Quilmes;ARG
441;Saul Adrian Toloza;1;El Porvenir;ARG
441;Saul Adrian Toloza;2;Quilmes;ARG
441;Saul Adrian Toloza;3;Mitre de Santiago del Estero;ARG
441;Saul Adrian Toloza;4;Magallanes;CHL
441;Saul Adrian Toloza;5;Mitre de Santiago del Estero;ARG
441;Saul Adrian Toloza;6;Celaya;MEX
442;Bautista Ariel Bernuncio;0;San Lorenzo;ARG
442;Bautista Ariel Bernuncio;1;Aldosivi;ARG
442;Bautista Ariel Bernuncio;2;Celaya;MEX
443;Nestor Adrial Breitenbruch;0;Independiente;ARG
443;Nestor Adrial Breitenbruch;1;Quilmes;ARG
443;Nestor Adrial Breitenbruch;2;Correcaminos UAT;MEX
444;Gonzalo Rodolfo Rocaniere;0;Comunicaciones;ARG
444;Gonzalo Rodolfo Rocaniere;1;Chacarita;ARG
444;Gonzalo Rodolfo Rocaniere;2;Almirante Brown;ARG
444;Gonzalo Rodolfo Rocaniere;3;Danubio;URY
444;Gonzalo Rodolfo Rocaniere;4;El Tanque Sisley;URY
444;Gonzalo Rodolfo Rocaniere;5;Plaza Colonia;URY
444;Gonzalo Rodolfo Rocaniere;6;Correcaminos UAT;MEX
445;Facundo Daniel Juarez;0;Mitre de Santiago del Estero;ARG
445;Facundo Daniel Juarez;1;Celaya;MEX
445;Facundo Daniel Juarez;2;Dorados Sinaloa;MEX
446;Luis Jerez Silva;0;Defensa y Justicia;ARG
446;Luis Jerez Silva;1;Godoy Cruz;ARG
446;Luis Jerez Silva;2;Talleres de Cordoba;ARG
446;Luis Jerez Silva;3;Dorados Sinaloa;MEX
447;Cristian Javier Baez;0;Independiente;ARG
447;Cristian Javier Baez;1;Instituto;ARG
447;Cristian Javier Baez;2;Defensa y Justicia;ARG
447;Cristian Javier Baez;3;Iquique;CHL
447;Cristian Javier Baez;4;Independiente;ARG
447;Cristian Javier Baez;5;Universidad de San Martin;PER
447;Cristian Javier Baez;6;Dorados de Sinaloa;MEX
447;Cristian Javier Baez;7;Godoy Cruz;ARG
447;Cristian Javier Baez;8;Dorados Sinaloa;MEX
448;Gaspar Andres Servio;0;River;ARG
448;Gaspar Andres Servio;1;Banfield;ARG
448;Gaspar Andres Servio;2;Independiente Rivadavia;ARG
448;Gaspar Andres Servio;3;Arsenal;ARG
448;Gaspar Andres Servio;4;Dorados de Sinaloa;MEX
448;Gaspar Andres Servio;5;Cafetaleros de Tapachula;MEX
448;Gaspar Andres Servio;6;Dorados Sinaloa;MEX
449;Jorge Cristian Cordoba;0;Union de Santa Fe;ARG
449;Jorge Cristian Cordoba;1;River;URY
449;Jorge Cristian Cordoba;2;Gimnasia LP;ARG
449;Jorge Cristian Cordoba;3;Deportivo Quito;ECU
449;Jorge Cristian Cordoba;4;Arsenal;ARG
449;Jorge Cristian Cordoba;5;Godoy Cruz;ARG
449;Jorge Cristian Cordoba;6;Defensa y Justicia;ARG
449;Jorge Cristian Cordoba;7;Sarmiento de Junin;ARG
449;Jorge Cristian Cordoba;8;Los Andes;ARG
449;Jorge Cristian Cordoba;9;Juventud Unidad Universitario;ARG
449;Jorge Cristian Cordoba;10;Douglas Haig;ARG
449;Jorge Cristian Cordoba;11;Villa Dalmine;ARG
449;Jorge Cristian Cordoba;12;Dorados Sinaloa;MEX
450;Eder Nicolas Borelli;0;Nueva Chicago;ARG
450;Eder Nicolas Borelli;1;Queretaro;MEX
450;Eder Nicolas Borelli;2;Tigres UANL;MEX
450;Eder Nicolas Borelli;3;Correcaminos UAT;MEX
450;Eder Nicolas Borelli;4;Atlante;MEX
450;Eder Nicolas Borelli;5;Juarez FC;MEX
451;Gabriel Alejandro Hachen;0;Newell´s;ARG
451;Gabriel Alejandro Hachen;1;Atlante;MEX
451;Gabriel Alejandro Hachen;2;Dorados Sinaloa;MEX
451;Gabriel Alejandro Hachen;3;Juarez FC;MEX
452;Mauro Raul Fernández;0;Guillermo.Brown de Puerto Madryn;ARG
452;Mauro Raul Fernández;1;Estudiantes LP;ARG
452;Mauro Raul Fernández;2;Peñarol;URY
452;Mauro Raul Fernández;3;Estudiantes LP;ARG
452;Mauro Raul Fernández;4;Emelec;ECU
452;Mauro Raul Fernández;5;Universidad de San Martin;PER
452;Mauro Raul Fernández;6;Guillermo Brown de Puerto Madryn;ARG
452;Mauro Raul Fernández;7;Juarez FC;MEX
453;Hector Facundo Arrigo;0;Belgrano de Cordoba;ARG
453;Hector Facundo Arrigo;1;Desamparados;ARG
453;Hector Facundo Arrigo;2;Juventud Antoniana;ARG
453;Hector Facundo Arrigo;3;Coquimbo Unido;CHL
453;Hector Facundo Arrigo;4;Deportivo Maipu;ARG
453;Hector Facundo Arrigo;5;Deportivo Merlo;ARG
453;Hector Facundo Arrigo;6;Villa Dalmine;ARG
453;Hector Facundo Arrigo;7;Central Cordoba de Santiago del Estero;ARG
453;Hector Facundo Arrigo;8;Juventud Antoniana;ARG
453;Hector Facundo Arrigo;9;Zacatepec;MEX
453;Hector Facundo Arrigo;10;Jaguares de Cordoba;COL
453;Hector Facundo Arrigo;11;Las Palmas de Cordoba;ARG
453;Hector Facundo Arrigo;12;Desamparados;ARG
453;Hector Facundo Arrigo;13;Potros UAEM;MEX
454;Diego Sebastian Menghi;0;Racing;ARG
454;Diego Sebastian Menghi;1;Atletico Rafaela;ARG
454;Diego Sebastian Menghi;2;San Luis Quillota;CHL
454;Diego Sebastian Menghi;3;Independiente Rivadavia;ARG
454;Diego Sebastian Menghi;4;Correcaminos UAT;MEX
454;Diego Sebastian Menghi;5;Atletico Venezuela;VEN
454;Diego Sebastian Menghi;6;Alebrijes de Oaxaca;MEX
454;Diego Sebastian Menghi;7;Tampico Madero;MEX
455;Jose Luis Mendez;0;Jorge Newbery de Villa Mercedes;ARG
455;Jose Luis Mendez;1;Independiente Rivadavia;ARG
455;Jose Luis Mendez;2;Atletico Tucuman;ARG
455;Jose Luis Mendez;3;Independiente Rivadavia;ARG
455;Jose Luis Mendez;4;Tampico Madero;MEX
456;Franco Miguel Faria;0;Union de Santa Fe;ARG
456;Franco Miguel Faria;1;9 de Julio de Morteros;ARG
456;Franco Miguel Faria;2;Independiente de Chivilcoy;ARG
456;Franco Miguel Faria;3;Union de Sunchales;ARG
456;Franco Miguel Faria;4;Pumas UNAM;MEX
456;Franco Miguel Faria;5;Venados Merida;MEX
457;Gabriel Alejandro Baez Corradi;0;Newell´s;ARG
457;Gabriel Alejandro Baez Corradi;1;Venados Merida;MEX
458;Braian Nicolas Molina;0;Instituto;ARG
458;Braian Nicolas Molina;1;Venados Merida;MEX
459;Alexis Hernan Blanco;0;Independiente;ARG
459;Alexis Hernan Blanco;1;Sportivo Italiano;ARG
459;Alexis Hernan Blanco;2;Deportes La Serena;CHL
459;Alexis Hernan Blanco;3;Atletico Rafaela;ARG
459;Alexis Hernan Blanco;4;San Martin de Tucuman;ARG
459;Alexis Hernan Blanco;5;Platense;ARG
459;Alexis Hernan Blanco;6;Acasusso;ARG
459;Alexis Hernan Blanco;7;Santiago Morning;CHL
459;Alexis Hernan Blanco;8;Ferro de Pico;ARG
459;Alexis Hernan Blanco;9;Alvarado;ARG
459;Alexis Hernan Blanco;10;Juventud Unida de Gualeguaychu;ARG
459;Alexis Hernan Blanco;11;Gimnasia de Jujuy;ARG
459;Alexis Hernan Blanco;12;Venados Merida;MEX
460;Leandro Navarro;0;San Lorenzo;ARG
460;Leandro Navarro;1;Argentinos Jrs;ARG
460;Leandro Navarro;2;San Lorenzo;ARG
460;Leandro Navarro;3;Venados Merida;MEX
460;Leandro Navarro;4;San Lorenzo;ARG
460;Leandro Navarro;5;Venados Merida;MEX
461;Adrian Ezequiel Cirigliano;0;River;ARG
461;Adrian Ezequiel Cirigliano;1;Hellas Verona;ITA
461;Adrian Ezequiel Cirigliano;2;River;ARG
461;Adrian Ezequiel Cirigliano;3;Dallas FC;USA
461;Adrian Ezequiel Cirigliano;4;Tigre;ARG
461;Adrian Ezequiel Cirigliano;5;Atletico Tucuman;ARG
461;Adrian Ezequiel Cirigliano;6;Zacatepec;MEX
462;Facundo Taborda;0;Rivadavia de America;ARG
462;Facundo Taborda;1;Barrio Norte;ARG
462;Facundo Taborda;2;Independiente de America;ARG
462;Facundo Taborda;3;Boca;ARG
462;Facundo Taborda;4;Juventud Unida Universitario;ARG
462;Facundo Taborda;5;Cerro Largo;URY
462;Facundo Taborda;6;Defensa y Justicia;ARG
462;Facundo Taborda;7;Zacatepec;MEX
463;Maximiliano Daniel Tejerina;0;Banfield;ARG
463;Maximiliano Daniel Tejerina;1;Cafetaleros de Tapachula;MEX
463;Maximiliano Daniel Tejerina;2;Alacranes de Durango;MEX
464;Lucas Ramon Pugh;0;River;ARG
464;Lucas Ramon Pugh;1;Arsenal;ARG
464;Lucas Ramon Pugh;2;Os Belenenses;PRT
464;Lucas Ramon Pugh;3;Santamarina;ARG
464;Lucas Ramon Pugh;4;Colon;ECU
464;Lucas Ramon Pugh;5;UITM;MWI
464;Lucas Ramon Pugh;6;Coras de Nayarit;MEX
465;Antonio Di Lorenzo;0;Atlas Taxistas de Playa del Carmen;ARG
465;Antonio Di Lorenzo;1;Inter Playa del Carmen;MEX
466;Thomas Nicolas González Oviedo;0;Vikingos Chalco;MEX
466;Thomas Nicolas González Oviedo;1;Potros Zitacuaro;MEX
466;Thomas Nicolas González Oviedo;2;Ciervos Chalco;MEX
467;Hugo Alejandro Castillo Fuhr;0;Atlas;MEX
467;Hugo Alejandro Castillo Fuhr;1;Acatlan;MEX
467;Hugo Alejandro Castillo Fuhr;2;Futcenter;MEX
468;Santiago Tomas Gimenez;0;Div. Inf;ARG
468;Santiago Tomas Gimenez;1;Cruz Azul;MEX
469;Luciano Lionel Bocco;0;Div. Inf;ARG
469;Luciano Lionel Bocco;1;Cruz Azul;MEX
470;Esteban Nicolas Parodi;0;Villa Dalmine;ARG
470;Esteban Nicolas Parodi;1;Puerto Nuevo;ARG
470;Esteban Nicolas Parodi;2;Defensores Unidos de Zarate;ARG
470;Esteban Nicolas Parodi;3;Plaza Amador;MEX
471;Jose Tamburelli;0;Sarmiento de Junin;ARG
471;Jose Tamburelli;1;Douglas Haig;ARG
471;Jose Tamburelli;2;Rivadavia de Lincoln;ARG
471;Jose Tamburelli;3;Tauro;PAN
471;Jose Tamburelli;4;Plaza Amador;MEX
472;Gianfranco Cao;0;All Boys;ARG
472;Gianfranco Cao;1;ADIUR;ARG
472;Gianfranco Cao;2;Universitario;MEX
473;Sebastian Ezequiel Uranga;0;Boca de Rio Gallegos;ARG
473;Sebastian Ezequiel Uranga;1;Cruz del Sur;ARG
473;Sebastian Ezequiel Uranga;2;Estudiantes Unidos;ARG
473;Sebastian Ezequiel Uranga;3;Belgrano de Esquel;ARG
473;Sebastian Ezequiel Uranga;4;Metropolitan;PRI
473;Sebastian Ezequiel Uranga;5;FC Indiana;USA
473;Sebastian Ezequiel Uranga;6;Guaynabo Gol;PRI
474;Jonathan Genero Grilli;0;Tornados de Humacao;PRI
474;Jonathan Genero Grilli;1;Guaynabo Gol;PRI
475;Brian Leonel Urueña;0;Las Palometas de Mercedes;ARG
475;Brian Leonel Urueña;1;Metropolitan FC;PRI
476;Augusto Gimenez Casset;0;Leal Arecibo;PRI
476;Augusto Gimenez Casset;1;Ballista;PRI
476;Augusto Gimenez Casset;2;Metropolitan;PRI
476;Augusto Gimenez Casset;3;Metropolitan FC;PRI
477;Andres R. Mirabelli;0;Mirabelli Soccer Academy;PRI
478;Franco Bazzini;0;Mirabelli Soccer Academy;PRI
479;Pablo Andres Marisi;0;Newell`s;ARG
479;Pablo Andres Marisi;1;Aprendices Casildenses;ARG
479;Pablo Andres Marisi;2;Studebacker;ARG
479;Pablo Andres Marisi;3;Aprendices Casildenses;ARG
479;Pablo Andres Marisi;4;Juventud Unida Universitario;ARG
479;Pablo Andres Marisi;5;Atlantico FC;DOM
479;Pablo Andres Marisi;6;Cibao;PRI
480;Juan Pablo Dominguez;0;Atlanta;ARG
480;Juan Pablo Dominguez;1;Cibao;PRI
481;Nahuel Matías Sendin;0;Fenix;ARG
481;Nahuel Matías Sendin;1;Independiente Rivadavia;ARG
481;Nahuel Matías Sendin;2;El Porvenir;ARG
481;Nahuel Matías Sendin;3;Rocella;ITA
481;Nahuel Matías Sendin;4;Martina;ITA
481;Nahuel Matías Sendin;5;San Salvo;ITA
481;Nahuel Matías Sendin;6;Inter Bayaguana;PRI
482;Agustin Vistarop;0;Estudiantes LP;ARG
482;Agustin Vistarop;1;Aragua;VEN
482;Agustin Vistarop;2;Independiente Rivadavia;ARG
482;Agustin Vistarop;3;Deportivo Mac Allister;ARG
482;Agustin Vistarop;4;Arroceros de Calabozo;VEN
482;Agustin Vistarop;5;General Belgrano de Santa Rosa;ARG
482;Agustin Vistarop;6;Deportivo Maipu;ARG
482;Agustin Vistarop;7;O&M Universidad;PRI
483;Matias Rotondi;0;Argentinos Jrs;ARG
483;Matias Rotondi;1;Temperley;ARG
483;Matias Rotondi;2;Bragado FC;ARG
483;Matias Rotondi;3;Argentino de 25 de Mayo;ARG
483;Matias Rotondi;4;O&M Universidad;PRI
484;Juan Pablo Gomez;0;Garcia Agreda;BOL
484;Juan Pablo Gomez;1;San Jose de Tarija;BOL
484;Juan Pablo Gomez;2;Aurora;BOL
484;Juan Pablo Gomez;3;Always Ready;BOL
484;Juan Pablo Gomez;4;Aurora;BOL
485;Matías Rodrigo Vicedo;0;Juventud Antoniana;ARG
485;Matías Rodrigo Vicedo;1;Garcia Agreda;BOL
485;Matías Rodrigo Vicedo;2;Aurora;BOL
485;Matías Rodrigo Vicedo;3;Always Ready;BOL
485;Matías Rodrigo Vicedo;4;San Antonio de Salta;ARG
485;Matías Rodrigo Vicedo;5;Aurora;BOL
486;Agustín Sebastian Cousillas;0;Tigre;ARG
486;Agustín Sebastian Cousillas;1;Malagueño;ESP
486;Agustín Sebastian Cousillas;2;Villa Teresa;URY
486;Agustín Sebastian Cousillas;3;Union La Calera;CHL
486;Agustín Sebastian Cousillas;4;Rentistas;URY
486;Agustín Sebastian Cousillas;5;Aurora;BOL
487;Cesar Adrian Lamanna;0;Chacarita;ARG
487;Cesar Adrian Lamanna;1;Colegiales;ARG
487;Cesar Adrian Lamanna;2;Estudiantes de Buenos Aires;ARG
487;Cesar Adrian Lamanna;3;San Lorenzo;ARG
487;Cesar Adrian Lamanna;4;Plantense;ARG
487;Cesar Adrian Lamanna;5;Almirante Brown;ARG
487;Cesar Adrian Lamanna;6;Deportivo Merlo;ARG
487;Cesar Adrian Lamanna;7;Colegiales;ARG
487;Cesar Adrian Lamanna;8;General San Martin;ARG
487;Cesar Adrian Lamanna;9;San Miguel;ARG
487;Cesar Adrian Lamanna;10;Aurora;BOL
488;Jose Eliseo Fleitas;0;Olimpia;PRY
488;Jose Eliseo Fleitas;1;Cruz del Sur;ARG
488;Jose Eliseo Fleitas;2;Deportivo Roca;ARG
488;Jose Eliseo Fleitas;3;Textil Mandiyu;ARG
488;Jose Eliseo Fleitas;4;Naval;CHL
488;Jose Eliseo Fleitas;5;Racing de Trelew;ARG
488;Jose Eliseo Fleitas;6;Atlantico FC;DOM
488;Jose Eliseo Fleitas;7;Aurora;BOL
489;Pablo Timoteo De Miranda;0;Comision de Actividades Infantiles;ARG
489;Pablo Timoteo De Miranda;1;Colon de Santa Fe;ARG
489;Pablo Timoteo De Miranda;2;Tigre;ARG
489;Pablo Timoteo De Miranda;3;Independiente Rivadavia;ARG
489;Pablo Timoteo De Miranda;4;Ferro;ARG
489;Pablo Timoteo De Miranda;5;Instituto;ARG
489;Pablo Timoteo De Miranda;6;Defensa y Justicia;ARG
489;Pablo Timoteo De Miranda;7;Alebrijes de Oaxaca;MEX
489;Pablo Timoteo De Miranda;8;Instituto;ARG
489;Pablo Timoteo De Miranda;9;Blooming;BOL
490;Gustavo Ezequiel Britos;0;Defensores de Salto;ARG
490;Gustavo Ezequiel Britos;1;Deportivo Moron;ARG
490;Gustavo Ezequiel Britos;2;Talleres de Remedios de Escalada;ARG
490;Gustavo Ezequiel Britos;3;Argentino de Merlo;ARG
490;Gustavo Ezequiel Britos;4;Trujillanos;VEN
490;Gustavo Ezequiel Britos;5;Olympiakos Volos;GRC
490;Gustavo Ezequiel Britos;6;Metropolitanos;VEN
490;Gustavo Ezequiel Britos;7;Blooming;BOL
491;Hugo Christophe Bargas;0;All Boys;ARG
491;Hugo Christophe Bargas;1;De Graafschap;NLD
491;Hugo Christophe Bargas;2;Zwolle;NLD
491;Hugo Christophe Bargas;3;De Graafshap;NLD
491;Hugo Christophe Bargas;4;All Boys;ARG
491;Hugo Christophe Bargas;5;Gimástic de Tarragona;ESP
491;Hugo Christophe Bargas;6;Blooming;BOL
491;Hugo Christophe Bargas;7;Oriente Petrolero;BOL
491;Hugo Christophe Bargas;8;Cremonese;ITA
491;Hugo Christophe Bargas;9;Deportivo Cuenca;ECU
491;Hugo Christophe Bargas;10;Blooming;BOL
491;Hugo Christophe Bargas;11;Bolivar;BOL
491;Hugo Christophe Bargas;12;PFC Neftchi;AZE
491;Hugo Christophe Bargas;13;Blooming;BOL
492;Mauro Andres Zanotti;0;Boca;ARG
492;Mauro Andres Zanotti;1;Ternana;ITA
492;Mauro Andres Zanotti;2;Potenza;ITA
492;Mauro Andres Zanotti;3;Portuense;ESP
492;Mauro Andres Zanotti;4;Puerto Real;ESP
492;Mauro Andres Zanotti;5;Atlético Policial;ARG
492;Mauro Andres Zanotti;6;Destroyers;BOL
492;Mauro Andres Zanotti;7;Jorge Wilstermann;BOL
492;Mauro Andres Zanotti;8;Real Potosi;BOL
492;Mauro Andres Zanotti;9;Universidad de Santa Cruz;BOL
492;Mauro Andres Zanotti;10;Blooming;BOL
493;César Emanuel Pereyra;0;Union de Santa Fe;ARG
493;César Emanuel Pereyra;1;Independiente;ARG
493;César Emanuel Pereyra;2;Atlas;MEX
493;César Emanuel Pereyra;3;Unión de Santa Fe;ARG
493;César Emanuel Pereyra;4;Belgrano de Córdoba;ARG
493;César Emanuel Pereyra;5;Sporting Cristal;PER
493;César Emanuel Pereyra;6;Belgrano de Cordoba;ARG
493;César Emanuel Pereyra;7;Blooming;BOL
494;Marcos Daniel Riquelme;0;Antonio Toro;ARG
494;Marcos Daniel Riquelme;1;Fenix;ARG
494;Marcos Daniel Riquelme;2;Palestino;CHL
494;Marcos Daniel Riquelme;3;Audax Italiano;CHL
494;Marcos Daniel Riquelme;4;Bolívar;BOL
495;Carlos Bryan Schmidt;0;Arsenal;ARG
495;Carlos Bryan Schmidt;1;Destroyers;BOL
496;Marcelo Eduardo Aguirre;0;Rosario Central;ARG
496;Marcelo Eduardo Aguirre;1;Oriente Petrolero;BOL
496;Marcelo Eduardo Aguirre;2;Rosario Central.;ARG
496;Marcelo Eduardo Aguirre;3;Douglas Haig;ARG
496;Marcelo Eduardo Aguirre;4;Universidad de Concepcion;CHL
496;Marcelo Eduardo Aguirre;5;Sarmiento de Victoria;ARG
496;Marcelo Eduardo Aguirre;6;Guabira;BOL
497;Ezequiel Michelli;0;San Martin de San Juan;ARG
497;Ezequiel Michelli;1;Independiente Rivadavia;ARG
497;Ezequiel Michelli;2;Union La Calera;CHL
497;Ezequiel Michelli;3;Guabira;BOL
498;Marcelo Raul Bergese;0;Defensa y Justicia;ARG
498;Marcelo Raul Bergese;1;Racing de Cordoba;ARG
498;Marcelo Raul Bergese;2;Instituto;ARG
498;Marcelo Raul Bergese;3;Gimnasia de Jujuy;ARG
498;Marcelo Raul Bergese;4;Juventud Unida de San Luis;ARG
498;Marcelo Raul Bergese;5;Huila;COL
498;Marcelo Raul Bergese;6;Jorge Willsterman;BOL
498;Marcelo Raul Bergese;7;Jorge Willstermann;BOL
499;Roberto Ezequiel Padilla;0;Boca;ARG
499;Roberto Ezequiel Padilla;1;Jorge Willstermann;BOL
500;Cristian Manuel Chavez;0;Boca;ARG
500;Cristian Manuel Chavez;1;Lanus;ARG
500;Cristian Manuel Chavez;2;Union Española;CHL
500;Cristian Manuel Chavez;3;Arsenal;ARG
500;Cristian Manuel Chavez;4;Asteras Tripolis;GRC
500;Cristian Manuel Chavez;5;Jorge Willstermann;BOL
501;César Gerardo Yecerotte;0;Independiente de Hipolito Yrigoyen;ARG
501;César Gerardo Yecerotte;1;Real Potosí;BOL
501;César Gerardo Yecerotte;2;Bolivar;BOL
501;César Gerardo Yecerotte;3;San Jose de Oruro;BOL
501;César Gerardo Yecerotte;4;Real Potosi;BOL
501;César Gerardo Yecerotte;5;Nacional Potosi;BOL
502;Leonardo Andres Romero;0;Huracan de Gobernador Gregores;ARG
502;Leonardo Andres Romero;1;Gutierrez;ARG
502;Leonardo Andres Romero;2;Puerto San Martin;ARG
502;Leonardo Andres Romero;3;Sportivo Las Parejas;ARG
502;Leonardo Andres Romero;4;Juventud Antoniana;ARG
502;Leonardo Andres Romero;5;Central Cordoba de Rosario;ARG
502;Leonardo Andres Romero;6;Puerto San Martin;ARG
502;Leonardo Andres Romero;7;Nacional Potosi;BOL
503;Patricio Elias Vidal;0;Independiente;ARG
503;Patricio Elias Vidal;1;Union Española;CHL
503;Patricio Elias Vidal;2;Independiente;ARG
503;Patricio Elias Vidal;3;Union La Calera;CHL
503;Patricio Elias Vidal;4;Sarmiento de Junin;ARG
503;Patricio Elias Vidal;5;Oriente Petrolero;BOL
504;Walter Rafael Santillan;0;Sarmiento de La Banda;ARG
504;Walter Rafael Santillan;1;Sportivo Fernandez;ARG
504;Walter Rafael Santillan;2;Mitre de Santiago del Estero;ARG
504;Walter Rafael Santillan;3;Velez de San Ramon;ARG
504;Walter Rafael Santillan;4;Villa Cubas;ARG
504;Walter Rafael Santillan;5;Sarmiento de La Banda;ARG
504;Walter Rafael Santillan;6;Real Potosi;BOL
505;German Adolfo Sosa;0;Once Tigres;ARG
505;German Adolfo Sosa;1;Germinal;ARG
505;German Adolfo Sosa;2;Alvarado;ARG
505;German Adolfo Sosa;3;Fortaleza;COL
505;German Adolfo Sosa;4;Club Bragado;ARG
505;German Adolfo Sosa;5;Montecaseros;ARG
505;German Adolfo Sosa;6;Gutierrez;ARG
505;German Adolfo Sosa;7;Real Potosi;BOL
506;Hugo Luciano Gonzalez;0;Gimnasia de Concepcion del Uruguay;ARG
506;Hugo Luciano Gonzalez;1;San Martin de Tucuman;ARG
506;Hugo Luciano Gonzalez;2;Boca Unidos;ARG
506;Hugo Luciano Gonzalez;3;Almirante Brown;ARG
506;Hugo Luciano Gonzalez;4;Union de Sunchales;ARG
506;Hugo Luciano Gonzalez;5;Santamarina;ARG
506;Hugo Luciano Gonzalez;6;San Martin de Tucuman;ARG
506;Hugo Luciano Gonzalez;7;Central Norte;ARG
506;Hugo Luciano Gonzalez;8;Gimnasia de Concepcion del Uruguay;ARG
506;Hugo Luciano Gonzalez;9;Racing de Cordoba;ARG
506;Hugo Luciano Gonzalez;10;Concepcion FC;ARG
506;Hugo Luciano Gonzalez;11;San Martin de Tucuman;ARG
506;Hugo Luciano Gonzalez;12;Juventud Antoniana;ARG
506;Hugo Luciano Gonzalez;13;Real Potosi;BOL
507;Luis Alberto Leguizamon;0;Villa Paulina de Frias;ARG
507;Luis Alberto Leguizamon;1;Talleres de Frias;ARG
507;Luis Alberto Leguizamon;2;Central Cordoba de Santiago del Estero;ARG
507;Luis Alberto Leguizamon;3;Sportivo Fernandez;ARG
507;Luis Alberto Leguizamon;4;Sol de America de Formosa;ARG
507;Luis Alberto Leguizamon;5;Velez de San Ramon;ARG
507;Luis Alberto Leguizamon;6;Central Cordoba de Santiago del Estero;ARG
507;Luis Alberto Leguizamon;7;Velez de San Ramon;ARG
507;Luis Alberto Leguizamon;8;Real Potosi;BOL
508;Gerardo Maximiliano Gomez;0;Banfield;ARG
508;Gerardo Maximiliano Gomez;1;Huracan de Tres Arroyos;ARG
508;Gerardo Maximiliano Gomez;2;Tiro Federal de Rosario;ARG
508;Gerardo Maximiliano Gomez;3;Gimnasia y Tiro;ARG
508;Gerardo Maximiliano Gomez;4;Gimnasia de Concepcion del Uruguay;ARG
508;Gerardo Maximiliano Gomez;5;Sportivo Belgrano;ARG
508;Gerardo Maximiliano Gomez;6;Chaco For Ever;ARG
508;Gerardo Maximiliano Gomez;7;Gimnasia de Concepcion del Urguay;ARG
508;Gerardo Maximiliano Gomez;8;Juventud Antoniana;ARG
508;Gerardo Maximiliano Gomez;9;Real Potosi;BOL
509;Leonardo Fabian Iglesias;0;Guillermo Brown de Puerto Madryn;ARG
509;Leonardo Fabian Iglesias;1;Tiro Federal de Morteros;ARG
509;Leonardo Fabian Iglesias;2;Union de Sunchales;ARG
509;Leonardo Fabian Iglesias;3;Villa Cubas;ARG
509;Leonardo Fabian Iglesias;4;Tiro Federal de Morteros;ARG
509;Leonardo Fabian Iglesias;5;Real Potosi;BOL
510;Mariano Sebastian Brau;0;Arsenal;ARG
510;Mariano Sebastian Brau;1;Tecos UAG B;MEX
510;Mariano Sebastian Brau;2;Arsenal;ARG
510;Mariano Sebastian Brau;3;All Boys;ARG
510;Mariano Sebastian Brau;4;Oriente Petrolero;BOL
510;Mariano Sebastian Brau;5;Royal Pari;BOL
511;Mauro Ramiro Milano;0;Huracan;ARG
511;Mauro Ramiro Milano;1;Queretaro;MEX
511;Mauro Ramiro Milano;2;Huracan;ARG
511;Mauro Ramiro Milano;3;Asteras Tripolis;GRC
511;Mauro Ramiro Milano;4;Iraklis;GRC
511;Mauro Ramiro Milano;5;Defensa y Justicia;ARG
511;Mauro Ramiro Milano;6;Huracan;ARG
511;Mauro Ramiro Milano;7;San Martin de San Juan;ARG
511;Mauro Ramiro Milano;8;All Boys;ARG
511;Mauro Ramiro Milano;9;Royal Pari;BOL
512;Marcos Emiliano Pirchio;0;Estudiantes LP;ARG
512;Marcos Emiliano Pirchio;1;O´Higgins;CHL
512;Marcos Emiliano Pirchio;2;Olimpo de Bahia Blanca;ARG
