id_jugador;confederacion;pais;pais_iso_3;categoria;liga;equipo;nombre;ciudad_nacimiento;fecha_nacimiento;puesto;trayectoria
93;CONCACAF;COSTA RICA;CRI;1;Primera Division;Cartagines;Hernan Gustavo Fener;Quilmes, Buenos Aires ;21/06/1990;DEL;['Berazategui (ARG)', 'Cerro Largo (URY)', 'Lujan (ARG)', 'Berazategui (ARG)', 'Cartagines (CRI)']
94;CONCACAF;COSTA RICA;CRI;1;Primera Division;Guadalupe FC;Lautaro Jesus Ayala;Ciudad de Buenos Aires ;23/06/1997;VOL;['Victoriano Arenas (ARG)', 'Herediano (CRI)', 'Belen (CRI)', 'Reboceros de La Piedad (MEX)', 'Belen (CRI)', 'Guadalupe FC (CRI)']
95;CONCACAF;COSTA RICA;CRI;1;Primera Division;Perez Zeledon;Pablo Dante Azcurra;Ciudad de Cordoba ;30/04/1986;VOL;['Racing de Cordoba (ARG)', 'Quilmes (ARG)', 'Talleres de Cordoba (ARG)', 'Complejo Deportivo Teniente Origione de Justiniano Posse (ARG)', 'Temperley (ARG)', 'General Lamadrid (ARG)', 'Estudiantes de San Luis (ARG)', 'Deportivo Pereira (COL)', 'Union Magdalena (COL)', 'Cippolletti (ARG)', 'Sarmiento de Resistencia (ARG)', 'Deportivo Merlo (ARG)', 'Perez Zeledon (CRI)']
96;CONCACAF;COSTA RICA;CRI;1;Primera Division;Perez Zeledon;Javier del Valle Liendo;Ciudad de Cordoba ;02/04/1988;VOL;['Belgrano de Cordoba (ARG)', 'Ciudad de Murcia (ESP)', 'Boavista (PRT)', 'Bella Vista (URY)', 'Nacional (URY)', 'Sportivo Luqueño (PRY)', '2 de Mayo (PRY)', 'Racing de Cordoba (ARG)', 'General Paz Juniors (ARG)', 'Gimnasia y Tiro (ARG)', 'Mitre de Santiago del Estero (ARG)', 'Alumni de Villa Maria (ARG)', 'Perez Zeledon (CRI)']
97;CONCACAF;COSTA RICA;CRI;1;Primera Division;Perez Zeledon;Leandro Gaston Rodriguez;Haedo, Buenos Aires ;05/01/1987;DEL;['Estudiantes de Buenos Aires (ARG)', 'Excursionistas (ARG)', 'San Miguel (ARG)', 'Cobresol (PER)', 'Llaneros (VEN)', 'Deportivo Moron (ARG)', 'San Simon (PER)', 'Giullianova (ITA)', 'Deportivo Merlo (ARG)', 'Othellus Athenoiu (CYP)', 'Deportivo Merlo (ARG)', 'Perez Zeledon (CRI)']
98;CONCACAF;COSTA RICA;CRI;1;Primera Division;San Carlos;Ismael Alberto Gomez;Ciudad de Buenos Aires ;26/01/1984;VOL;['Sportivo Italiano (ARG)', 'Argentino Merlo (ARG)', 'Defensores Unidos de Zarate (ARG)', 'Limon (CRI)', 'Herediano (CRI)', 'Real España (HND)', 'Limon (CRI)', 'Uruguay Coronado (CRI)', 'Santos (CRI)', 'Defensores Unidos (ARG)', 'Sportivo Barracas (ARG)', 'San Carlos (CRI)']
99;CONCACAF;COSTA RICA;CRI;1;Primera Division;San Carlos;Manuel Gonzalez;Ciudad de Buenos Aires ;16/03/1991;DEF;['Union Aconquija (ARG)', 'Villa Mitre (ARG)', 'Estudiantes de Buenos Aires (ARG)', 'Pacifico de Alvear (ARG)', 'Tigre (ARG)', 'Acassuso (ARG)', 'San Carlos (CRI)']
100;CONCACAF;COSTA RICA;CRI;1;Primera Division;Saprissa;Mariano Nestor Torres;Ciudad de Buenos Aires ;19/03/1987;VOL;['Boca (ARG)', 'LASK (AUT)', 'Godoy Cruz (ARG)', 'Boca (ARG)', 'Corinthians (BRA)', 'Náutico (BRA)', 'Santo Andre (BRA)', 'Huracán (ARG)', 'Cobresal (CHL)', 'Jorge Willsterman (BOL)', 'The Strongest (BOL)', 'Saprissa (CRI)']
101;CONCACAF;COSTA RICA;CRI;1;Primera Division;Saprissa;Alejandro Christopher Cabral;Rio Cuarto, Cordoba ;19/04/1995;DEF;['Boca (ARG)', 'Quilmes (ARG)', 'Flandria (ARG)', 'Liniers (ARG)', 'Saprissa (CRI)']
102;CONCACAF;COSTA RICA;CRI;2;Liga de Ascenso;Jicaral Sercoba;Leonel Hector Peralta;Rosario, Santa Fe ;07/09/1992;DEF;['Newell´s (ARG)', 'Tototas Juniors (ARG)', 'Olimpo de Bahia Blanca (ARG)', 'General Paz Juniors (ARG)', 'Liga Deportiva Universitaria Alajuelense (CRI)', 'Perez Zeledon (CRI)', 'Jicaral Sercoba (CRI)']
103;CONCACAF;COSTA RICA;CRI;2;Liga de Ascenso;Municipal Santa Ana;Tomas Fonseca Thorner;Ciudad de Buenos Aires ;16/01/1989;DEF;['Huracan (ARG)', 'La Piedad (MEX)', 'Colegiales (ARG)', 'Cipolletti (ARG)', 'San Vicente Monterico (ARG)', 'Perez Zeledon (CRI)', 'Victoria (HND)', 'Acassusso (ARG)', 'Municipal Santa Ana (CRI)']
104;CONCACAF;COSTA RICA;CRI;2;Liga de Ascenso;Puntarenas;Leandro Meis;Ciudad de Buenos Aires ;15/03/1993;VOL;['Colegiales (ARG)', 'Guanascateca (CRI)', 'Jicaral Sercoba (CRI)', 'Puntarenas (CRI)']
105;CONCACAF;EE.UU.;USA;1; Major League Soccer;Atlanta United;Hector Daniel Villalba;Ciudad de Buenos Aires ;26/07/1994;DEL;['San Lorenzo (ARG)', 'Xolos de Tijuana (MEX)', 'Atlanta United (USA)']
106;CONCACAF;EE.UU.;USA;1; Major League Soccer;Atlanta United;Leandro González Pirez;Ciudad de Buenos Aires ;26/02/1992;DEF;['River (ARG)', 'Gent (BLR)', 'Arsenal (ARG)', 'Tigre (ARG)', 'Estudiantes LP (ARG)', 'Atlanta United (USA)']
107;CONCACAF;EE.UU.;USA;1; Major League Soccer;Atlanta United;Ezequiel Barco;Villa Gobernador Galvez, Santa Fe ;29/03/1999;VOL;['Independiente (ARG)', 'Atlanta United (USA)']
108;CONCACAF;EE.UU.;USA;1; Major League Soccer;Atlanta United;Eric Daian Remedi;Parana, Entre Rios ;06/04/1995;VOL;['Banfield (ARG)', 'Atlanta United (USA)']
109;CONCACAF;EE.UU.;USA;1; Major League Soccer;Atlanta United;Franco Nicolas Escobar;Rosario, Santa Fe ;21/02/1995;DEF;['Newell´s (ARG)', 'Atlanta United (USA)']
110;CONCACAF;EE.UU.;USA;1; Major League Soccer;Chicago Fire;Luis Emilio Solignac;Ciudad de Buenos Aires ;16/02/1991;DEL;['Platense (ARG)', 'Sporting Braga (PRT)', 'Banfield (ARG)', 'Platense (ARG)', 'Djurgarden (SWE)', 'IFK Marienham (FIN)', 'Nueva Chicago (ARG)', 'Colorado Rapids (USA)', 'Chicago Fire (USA)']
111;CONCACAF;EE.UU.;USA;1; Major League Soccer;Columbus Crew;Federico Fernando Higuain;Ciudad de Buenos Aires ;25/10/1984;DEL;['River (ARG)', 'Nueva Chicago (ARG)', 'Besiktas (TUR)', 'America (MEX)', 'Independiente (ARG)', 'Godoy Cruz (ARG)', 'Colon de Santa Fe (ARG)', 'Columbus Crew (USA)']
112;CONCACAF;EE.UU.;USA;1; Major League Soccer;Columbus Crew;Milton Nahuel Valenzuela;Rosario, Santa Fe ;13/08/1998;DEF;['Newell´s (ARG)', 'Columbus Crew (USA)']
113;CONCACAF;EE.UU.;USA;1; Major League Soccer;Columbus Crew;Gastón Sauro;Rosario, Santa Fe ;23/02/1990;DEF;['Boca (ARG)', 'Basel (CHE)', 'Catania (ITA)', 'Columbus Crew (USA)']
114;CONCACAF;EE.UU.;USA;1; Major League Soccer;D.C. United;Luciano Federico Acosta;Ciudad de Buenos Aires ;31/05/1994;VOL;['Boca (ARG)', 'Estudiantes LP (ARG)', 'D.C. United (USA)']
115;CONCACAF;EE.UU.;USA;1; Major League Soccer;D.C. United;Yamil Rodrigo Asad;Ciudad de Buenos Aires ;27/07/1994;VOL;['Velez (ARG)', 'Atlanta United (USA)', 'D.C. United (USA)']
116;CONCACAF;EE.UU.;USA;1; Major League Soccer;F.C. Dallas;Maximiliano Nicolas Urruti;Rosario, Santa Fe ;22/02/1991;DEL;['Newell´s (ARG)', 'Toronto (CAN)', 'Portland Timbers (USA)', 'F.C. Dallas (USA)']
117;CONCACAF;EE.UU.;USA;1; Major League Soccer;Houston Dynamo;Tomas Martinez;Beccar, Buenos Aires ;03/07/1995;VOL;['River (ARG)', 'Tenerife (ESP)', 'Defensa y Justicia (ARG)', 'Braga (PRT)', 'Houston Dynamo (USA)']
118;CONCACAF;EE.UU.;USA;1; Major League Soccer;Montreal Impact (Canada);Victor Fernando Cabrera;Lules, Tucuman ;02/07/1993;DEF;['River (ARG)', 'Montreal Impact (Canada) (USA)']
119;CONCACAF;EE.UU.;USA;1; Major League Soccer;Montreal Impact (Canada);Ignacio Alberto Piatti;General.Baldiserra, Cordoba ;02/04/1985;VOL;['Chacarita (ARG)', 'Saint Ettiene (FRA)', 'Gimnasia LP (ARG)', 'Independiente (ARG)', 'Lecce (ITA)', 'San Lorenzo (ARG)', 'Montreal Impact (Canada) (USA)']
120;CONCACAF;EE.UU.;USA;1; Major League Soccer;New England Revolution;Guillermo Fernando Hauche;La Plata, Buenos Aires ;31/03/1993;DEL;['Racing (ARG)', 'Almagro (ARG)', 'Racing (ARG)', 'Union Española (CHL)', 'Deportes Temuco (CHL)', 'New England Revolution (USA)']
121;CONCACAF;EE.UU.;USA;1; Major League Soccer;New York City;Maximiliano Nicolas Moralez;Granadero Baigorria, Santa Fe ;17/02/1987;VOL;['Racing (ARG)', 'FC Moscu (RUS)', 'Racing (ARG)', 'Vélez (ARG)', 'Atalanta (ITA)', 'Leon (MEX)', 'New York City (USA)']
122;CONCACAF;EE.UU.;USA;1; Major League Soccer;New York City;Valentin Castellanos Gimenez;Guaymallen, Mendoza ;10/03/1998;VOL;['Independiente Rivadavia (ARG)', 'Leonardo Murialdo (ARG)', 'Villa Nueva (ARG)', 'Universidad (CHL)', 'Torque (URY)', 'New York City (USA)']
123;CONCACAF;EE.UU.;USA;1; Major League Soccer;New York Red Bulls;Alejandro Romero Gamarra;Ciudadela, Buenos Aires ;01/11/1995;VOL;['Huracan (ARG)', 'New York Red Bulls (USA)']
124;CONCACAF;EE.UU.;USA;1; Major League Soccer;Portland Timbers;Diego Hernan Valeri;Lanus, Buenos Aires ;05/01/1986;VOL;['Lanus (ARG)', 'Porto (PRT)', 'Almeria (ESP)', 'Lanus (ARG)', 'Portland Timbers (USA)']
125;CONCACAF;EE.UU.;USA;1; Major League Soccer;Portland Timbers;Lucas Santiago Melano;Hernando, Cordoba ;03/01/1993;DEL;['Belgrano de Cordoba (ARG)', 'Lanus (ARG)', 'Portland Timbers (USA)', 'Belgrano de Cordoba (ARG)', 'Estudiantes LP (ARG)', 'Portland Timbers (USA)']
126;CONCACAF;EE.UU.;USA;1; Major League Soccer;Portland Timbers;Sebastian Marcelo Blanco;Lomas de Zamora, Buenos Aires ;15/03/1988;VOL;['Lanus (ARG)', 'Metalist Jarkov (UKR)', 'West Bronwich Albion (ENG)', 'San Lorenzo (ARG)', 'Portland Timbers (USA)']
127;CONCACAF;EE.UU.;USA;1; Major League Soccer;Real Salt Lake;Pablo Enrique Ruiz;Comodoro Rivadavia, Chubut ;20/12/1998;VOL;['Comision Activiades Infantiles (ARG)', 'San Lorenzo (ARG)', 'San Luis Quillota (CHL)', 'Real Monarchs (USA)', 'Real Salt Lake (USA)']
128;CONCACAF;EE.UU.;USA;1; Major League Soccer;Toronto FC;Lucas Ezequiel Janson;Olavarria, Buenos Aires ;16/08/1994;DEL;['Tigre (ARG)', 'Toronto FC (USA)']
129;CONCACAF;EE.UU.;USA;2;United Soccer League;Atlanta United II;Gaston Cardozo;Rosario, Santa Fe ;21/01/1998;VOL;['Newell´s (ARG)', 'Atlanta United II (USA)']
130;CONCACAF;EE.UU.;USA;2;United Soccer League;Atlanta United II;Brian Gambarte;Rosario, Santa Fe ;15/03/1999;DEL;['Newell´s (ARG)', 'Atlanta United II (USA)']
131;CONCACAF;EE.UU.;USA;2;United Soccer League;FC Cinccinatti;Emanuel Jorge Ledesma;Quilmes, Buenos Aires ;24/05/1988;VOL;['Defensa y Justicia (ARG)', 'Genova (ITA)', 'Queens Park Rangers (ENG)', 'Salernitana (ITA)', 'Novara (ITA)', 'Crotone (ITA)', 'Walsall (ENG)', 'Defensa y Justicia (ARG)', 'Walsall (ENG)', 'Middlesbrough (ENG)', 'Rotterham United (ENG)', 'Middlesbrough (ENG)', 'Brighton (ENG)', 'Middlesborough (ENG)', 'Rotherham United (ENG)', 'Brentford (ENG)', 'Panaitolikos (GRC)', 'New York Cosmos (USA)', 'FC Cinccinatti (USA)']
132;CONCACAF;EE.UU.;USA;2;United Soccer League;Fresno Foxes;Juan Pablo Caffa;Murphy, Santa Fe ;30/09/1984;VOL;['Boca (ARG)', 'Ferro (ARG)', 'Arsenal (ARG)', 'Betis (ESP)', 'Zaragoza (ESP)', 'Betis (ESP)', 'Arsenal (ARG)', 'Asteras Tripolis (GRC)', 'Defensor Sporting (URY)', 'Liga de Loja (ECU)', 'Universidad Catolica (ECU)', 'Tulsa Roughnecks (USA)', 'Fresno Foxes (USA)']
133;CONCACAF;EE.UU.;USA;2;United Soccer League;Orange County;Nicolas Czornomaz;Ciudad de Buenos Aires ;07/08/1995;VOL;['Defensa y Justicia (ARG)', 'Orange County (USA)']
134;CONCACAF;EE.UU.;USA;2;United Soccer League;Portland Timbers 2;Jose Tomas Conechny;Comodoro Rivadavia, Chubut ;30/03/1998;DEL;['San Lorenzo (ARG)', 'Portland Timbers 2 (USA)']
135;CONCACAF;EE.UU.;USA;2;United Soccer League;Real Monarchs;Juan Ignacio Mare;Ciudad de Cordoba ;05/03/1995;DEL;['Instituto (ARG)', 'Morelia (MEX)', 'Atlas Premier (MEX)', 'Puebla (MEX)', 'Real Monarchs (USA)']
136;CONCACAF;EE.UU.;USA;2;United Soccer League;Rio Grande Valley Toros;Matias Ezequiel Zaldivar;Avellaneda, Buenos Aires ;08/04/1995;VOL;['Arsenal (ARG)', 'Rio Grande Valley Toros (USA)', 'Houston Dynamo (USA)', 'Rio Grande Valley Toros (USA)']
137;CONCACAF;EE.UU.;USA;2;United Soccer League;Tampa Bay Rowdies;Mario Daniel Vega;Cutral Co, Neuquen ;06/03/1984;ARQ;['Nueva Chicago (ARG)', 'River (ARG)', 'Anorthosis Famagusta (CYP)', 'Miami FC (USA)', 'Tampa Bay Rowdies (USA)']
138;CONCACAF;EE.UU.;USA;2;United Soccer League;Tulsa Roughnecks;Santiago Martin Maidana;Munro, Buenos Aires ;02/02/1991;VOL;['River (ARG)', 'Deportivo Español (ARG)', 'Deportivo Armenio (ARG)', 'Deportes Concepcion (CHL)', 'Malvinas Argentinas (ARG)', 'Tulsa Roughnecks (USA)']
139;CONCACAF;EE.UU.;USA;2;United Soccer League;Tulsa Roughnecks;Nicolas Del Grecco;Morteros, Cordoba ;19/11/1993;DEF;['Atletico Rafaela (ARG)', 'Libertad de Sunchales (ARG)', 'Olimpia (HND)', 'Tulsa Roughnecks (USA)']
140;CONCACAF;EE.UU.;USA;4;Premier Development League;Corpus Christi;Ignacio Dicun;Ciudad de Buenos Aires ;30/07/1995;VOL;['Eastern New Mexico (USA)', 'Corpus Christi (USA)']
141;CONCACAF;EE.UU.;USA;4;Premier Development League;Fresno U23;Matías Fernandez;Fresno, EE.UU. ;01/12/1993;ARQ;['CSU Monterrey (USA)', 'Fresno Fuego (USA)', 'Fresno U23 (USA)']
142;CONCACAF;EE.UU.;USA;4;Premier Development League;Golden State Force;Jonathan Caparelli;Ciudad de Buenos Aires ;21/06/1995;DEF;['Chivas USA (USA)', 'Puebla (MEX)', 'Monterrey (MEX)', 'Chivas USA (ARG)', 'Real Monarchs (USA)', 'Kitsap Pumas (USA)', 'Real Monarchs (USA)', 'Golden State Force (USA)']
143;CONCACAF;EE.UU.;USA;4;Premier Development League;Miami City FC;Ethan Sonis;Coral Springs, EE.UU. ;11/09/1995;VOL;['Kendall (USA)', 'Dallas FC (USA)', 'Freiburg II (DEU)', 'Jacksonville Armada (USA)', 'Tampa Bay Rowdies II (USA)', 'Miami City FC (USA)']
144;CONCACAF;EE.UU.;USA;4;Premier Development League;San Francisco City;Aaron Lombardi;Rosario, Santa Fe ;20/12/1995;VOL;['Laguna Hills (USA)', 'LA Galaxy (USA)', 'San Francisco Doms (USA)', 'San Francisco City (USA)']
145;CONCACAF;EE.UU.;USA;4;National Premier Soccer League;FC Motown;Maximiliano Garcia;Ciudad de Mendoza ;14/11/1991;DEL;['Seaton Hall (USA)', 'Philadelphia Fury (USA)', 'New Jersy Copa (USA)', 'Clarkstown Eagles (USA)', 'FC Motown (USA)']
146;CONCACAF;EE.UU.;USA;4;National Premier Soccer League;Katy FC;Lisandro Sanchez Cane;;;;['Quilmes (ARG)', 'Houston Dynamo (USA)', 'Texans SC (USA)', 'Lynn University (USA)', 'Katy FC (USA)']
147;CONCACAF;EE.UU.;USA;4;National Premier Soccer League;Kingstown Stockade;Juan Gatti;;;VOL;['INJ (USA)', 'Mercy Mavericks (USA)', 'Kingstown Stockade (USA)']
148;CONCACAF;EE.UU.;USA;4;National Premier Soccer League;Miami F.C.;Shadi Samer Atassi;Miami, EE.UU. ;01/10/1997;DEF;['George Mason University (USA)', 'Boca (ARG)', 'Miami F.C. (USA)']
149;CONCACAF;EE.UU.;USA;4;National Premier Soccer League;Miami United;Ezequiel Tejera;;29/02/1988;VOL;['Miami United (USA)']
150;CONCACAF;EE.UU.;USA;4;National Premier Soccer League;Miami United;Carlos Ignacio Calcagno;San Lorenzo, Santa Fe ;07/09/1984;DEL;['Union de Totoras (ARG)', 'Miami United (USA)']
151;CONCACAF;EE.UU.;USA;4;National Premier Soccer League;Miami United;Tomas Granitto;San Salvador, El Salvador ;12/06/1993;VOL;['Weston SC (USA)', 'L.A.Firpo (SLV)', 'Edmonton FC (CAN)', 'Swope Park Rangers (USA)', 'Portland Timbers II (USA)', 'Miami United (USA)']
152;CONCACAF;EE.UU.;USA;4;National Premier Soccer League;Miami United;Bautista Pablo Dominguez;;;VOL;['Miami United (USA)']
153;CONCACAF;EE.UU.;USA;4;National Premier Soccer League;Miami United;Facundo Roberto Grimberg;;;ARQ;"['""Liga La Pampa"" (ARG)', 'Florida National Conquistadores (USA)', 'Miami United (USA)']"
154;CONCACAF;EE.UU.;USA;4;National Premier Soccer League;Miami United;Sebastian Exequiel Obregon;Buenos Aires ;08/01/1994;DEL;['Platense (ARG)', 'Guemes de Santiago del Estero (ARG)', 'Miami United (USA)']
155;CONCACAF;EE.UU.;USA;4;National Premier Soccer League;Naples United FC;Valentin Alexis Gorobsov;San Pedro, Buenos Aires ;25/10/1996;DEF;['Vicenza (ITA)', 'Newell´s (ARG)', 'Independencia FC de San Pedro (ARG)', 'Naples United FC (USA)']
156;CONCACAF;EE.UU.;USA;4;National Premier Soccer League;Naples United FC;Cristian Emanuel Blanco;Rosario, Santa Fe ;30/11/1991;ARQ;['Newell´s (ARG)', 'Central Cordoba de Rosario (ARG)', 'Ferro de General Pico (ARG)', 'Alfonso Ugarte (PER)', 'Villa Cubas (ARG)', 'Union Huaral (PER)', 'Canadian (URY)', 'Naples United (USA)', 'Potros Olancho (HND)', 'Atlantico (DOM)', 'Naples United FC (USA)']
157;CONCACAF;EE.UU.;USA;4;National Premier Soccer League;Naples United FC;Victoriano Jose Fragola;Pergamino, Buenos Aires ;21/07/1994;VOL;['Tiro Federal de Rosario (ARG)', 'San Jose de Oruro (BOL)', 'Atlantico FC (DOM)', 'Douglas Haig (ARG)', 'Naples United FC (USA)']
158;CONCACAF;EE.UU.;USA;4;National Premier Soccer League;Naples United FC;Jonathan Emanuel Moyano;;11/01/1996;DEL;['Aldosivi (ARG)', 'Naples United FC (USA)']
159;CONCACAF;EE.UU.;USA;4;National Premier Soccer League;Naples United FC;Franco Ariel Leonhardt Schvinn;Munro, Buenos Aires ;04/07/1994;DEL;['Kimberley (ARG)', 'Cadetes de San Martin (ARG)', 'Aldosivi (ARG)', 'San Lorenzo (ARG)', 'Peñarol de Mart del Plata (ARG)', 'Mar de Cobos FC (ARG)', 'Naples United FC (USA)']
160;CONCACAF;EE.UU.;USA;4;National Premier Soccer League;New York Cosmos;Ivan Ricardo Berterame;Ciudad de Cordoba ;12/01/1993;DEL;['Racing de Cordoba (ARG)', 'New York Cosmos B (USA)', 'Miami United (USA)', 'New York Cosmos (USA)']
161;CONCACAF;EE.UU.;USA;4;National Premier Soccer League;Storm;Augusto Colaneri;Ciudad de Buenos Aires ;22/09/1997;VOL;['River (ARG)', 'Villa Dalmine (ARG)', 'Storm (USA)']
162;CONCACAF;EE.UU.;USA;4;National Premier Soccer League;Storm;Gonzalo Garcia Olveira;;26/02/1995;DEF;"['""Liga del Oeste"" (ARG)', 'Storm (USA)']"
163;CONCACAF;EE.UU.;USA;4;National Premier Soccer League;Storm;Marco Perretta;;;DEL;['Florida Memorial Lions (USA)', 'General Lamadrid (ARG)', 'Storm (USA)']
164;CONCACAF;EE.UU.;USA;4;National Premier Soccer League;Viejos Son Los Trapos FC;Juan Fiz;;;DEF;['Saint Paul Twin Stars (USA)', 'Minnesotta Kings (USA)', 'Carioca (USA)', 'Viejos Son Los Trapos FC (USA)']
165;CONCACAF;EE.UU.;USA;4;National Premier Soccer League;Virginia Beach City FC;Sebastian Refi;Ciudad de Neuquen ;18/08/1994;VOL;['Pacifico de Neuquen (ARG)', 'Defensores de Cambaceres (ARG)', 'Faulkner Eagles (USA)', 'Virginia Beach City FC (USA)']
166;CONCACAF;EE.UU.;USA;4;United Premier Soccer League;Atlhetic Club of Sloans Lake;Sebastian Franco;Ciudad de Buenos Aires ;;VOL;['Atlhetic Club of Sloans Lake (USA)']
167;CONCACAF;EE.UU.;USA;4;United Premier Soccer League;Florida Soccer Soldiers;Caleb Ezequiel Acosta;;;VOL;['Salam HS (USA)', 'ASA Miami Silver Storm (USA)', 'Florida Soccer Soldiers (USA)']
168;CONCACAF;EE.UU.;USA;5;American Premier Soccer League (South Florida);FC Kendall;Gonzalo De Mujica;Ciudad de Buenos AIres ;31/01/1990;VOL;['Stetson Hatters (USA)', 'Central Florida Kraze (USA)', 'Jax Destroyers (USA)', 'Orlando City U23 (USA)', 'Forth Lauderdale Strickers (USA)', 'South Florida SC (USA)', 'FC Kendall (USA)']
169;CONCACAF;EE.UU.;USA;5;American Premier Soccer League (South Florida);UD Miami;Facundo Alejandro Centurion;Ciudad de Buenos Aires ;;DEL;['South Miami High (USA)', 'Real Miami (ARG)', 'UD Miami (USA)']
170;CONCACAF;EE.UU.;USA;5;American Premier Soccer League (South Florida);UD Miami;Facundo Lungo;;;;['UD Miami (USA)']
171;CONCACAF;EE.UU.;USA;5;American Premier Soccer League (South Florida);UD Miami;Alan Formica;;;;['UD Miami (USA)']
172;CONCACAF;EE.UU.;USA;5;American Premier Soccer League (South Florida);UD Miami;Valentin Centurion;;;DEF;['South Miami High (USA)', 'Real Miami (ARG)', 'UD Miami (USA)']
173;CONCACAF;EE.UU.;USA;5;Cosmopolitan Premier League (New York);Spring Valley;Sebastian Trotta;;;;['Spring Valley (USA)']
174;CONCACAF;EE.UU.;USA;5;Cosmopolitan Premier League (New York);Sporting Astoria;Facundo Villegas;;;;['Sporting Astoria (USA)']
175;CONCACAF;EE.UU.;USA;5;Premier League (Long Island);Forest Park;Gonzalo Carignano;;;;['Glen Cove Avellino (USA)', 'Forest Park (USA)']
176;CONCACAF;EE.UU.;USA;5;Premier League (Long Island);Glen Cove Avellino;Mauro Carignano;;;;['Div.Inf (ARG)', 'Glen Cove Avellino (USA)']
177;CONCACAF;EE.UU.;USA;6;Cosmopolitan A Division (New York);Deportivo Sociedade New York;Facundo Zalazar;;;;['Deportivo Sociedade New York (USA)']
178;CONCACAF;EE.UU.;USA;6;Miami Premier A Division (Miami);Red Force Reserves;Esteban Nicolini;;12/12/1987;DEF;['South Kendall (USA)', 'West Kendall (USA)', 'Red Force Reserves (USA)']
179;CONCACAF;EE.UU.;USA;6;Miami Premier A Division (Miami);Red Force Reserves;Nicolas Farral;;21/11/1995;VOL;['Tigre (ARG)', 'Acassuso (ARG)', 'Red Force Reserves (USA)']
180;CONCACAF;EE.UU.;USA;6;Cosmopolitan B Division (New York);Barnstown Rovers;Joaquin Lynch;;;;['Barnstown Rovers (USA)']
181;CONCACAF;EE.UU.;USA;6;Cosmopolitan B Division (New York);NY Galicia;Joaquin Cagliani;;;;['NY Galicia (USA)']
182;CONCACAF;EE.UU.;USA;7;Miami Premier B Division (Miami);Real Ballena FC;Lautaro Casula;;;;['Coral Gables High (USA)', 'Brewton Parker Barons (USA)', 'Real Ballena FC (USA)']
183;CONCACAF;EE.UU.;USA;;Universitario;ASA Miami Silver Storm;Juan Maximiliano Rocco;;;ARQ;"['""Liga Pergamino"" (ARG)', 'ASA Miami Silver Storm (USA)', 'Storm (USA)', 'ASA Miami Silver Storm (USA)']"
184;CONCACAF;EE.UU.;USA;;Universitario;Barry Buccaneers;Martin Lozano;;;VOL;['Florida Memorial Lions (USA)', 'LIU Post Pionners (USA)', 'Floridians FC (USA)', 'Miami Fusion (USA)', 'Barry Buccaneers (USA)']
185;CONCACAF;EE.UU.;USA;;Universitario;Barry Buccaneers;Francisco Greco;;;VOL;['Barry Buccaneers (USA)']
186;CONCACAF;EE.UU.;USA;;Universitario;Bellevue Bruins;Iñaki Aldao;Ciudad de Buenos Aires ;12/05/1997;VOL;['Bellevue Bruins (USA)']
187;CONCACAF;EE.UU.;USA;;Universitario;Cardinal Stricht Wolves;Simon Perez Cobo;Ciudad de Buenos Aires ;28/11/1998;VOL;['Cardinal Stricht Wolves (USA)']
188;CONCACAF;EE.UU.;USA;;Universitario;Cardinal Stricht Wolves;Juan Raggio;;;;['Cardinal Stricht Wolves (USA)']
189;CONCACAF;EE.UU.;USA;;Universitario;Caroll Fightinh Saints;Santiago Morazzani;Ciudad de Buenos Aires ;;VOL;['Caroll Fightinh Saints (USA)']
190;CONCACAF;EE.UU.;USA;;Universitario;Central Christian Tigers;Francisco Macedo Goytia;;;DEF;['Central Christian Tigers (USA)']
191;CONCACAF;EE.UU.;USA;;Universitario;Central Christian Tigers;Matias Nuñez;;;VOL;['Central Christian Tigers (USA)']
192;CONCACAF;EE.UU.;USA;;Universitario;Central Christian Tigers;Ignacio Colmeiro;;;VOL;['Central Christian Tigers (USA)']
193;CONCACAF;EE.UU.;USA;;Universitario;Central Christian Tigers;Lucas Charife;;;DEF;['Gimnasia y Tiro (ARG)', 'Central Christian Tigers (USA)']
194;CONCACAF;EE.UU.;USA;;Universitario;Central Christian Tigers;Tomas Adaos;;;VOL;['Central Christian Tigers (USA)']
195;CONCACAF;EE.UU.;USA;;Universitario;Central Christian Tigers;Matias Crespo;;;DEF;['Central Christian Tigers (USA)']
196;CONCACAF;EE.UU.;USA;;Universitario;Central Christian Tigers;Kevin Dos Santos;;;DEF;['Central Christian Tigers (USA)']
197;CONCACAF;EE.UU.;USA;;Universitario;Central Christian Tigers;Maximo Paz;;;VOL;['Central Christian Tigers (USA)']
